lang_name,count,year
Danish,15,2002
Irish,134,2002
Breton,3,2002
Japanese,74,2002
Laurentian,2,2002
Taíno,11,2002
Elamite,1,2002
Old Occitan,7,2002
Russian,48,2002
Caribbean Hindustani,1,2002
Oscan,1,2002
Aramaic,7,2002
Saxon,6,2002
Iranian,19,2002
Old Welsh,4,2002
Ute,1,2002
Portuguese,24,2002
Gaelic,14,2002
Chinese,25,2002
Czech,6,2002
Basque,15,2002
Provençal,3,2002
Gothic,6,2002
Proto-Brythonic,17,2002
Seneca,1,2002
Norman,3,2002
Nahuatl,3,2002
Lakota,1,2002
Phoenician,15,2002
Slavic,29,2002
Welsh,11,2002
Mohawk,1,2002
Malay,5,2002
Mandarin,14,2002
Proto-Nuclear Polynesian,4,2002
Turkish,1,2002
Kongo,1,2002
Vietnamese,9,2002
Menominee,1,2002
Omaha-Ponca,1,2002
Yiddish,7,2002
Dakota,2,2002
Neapolitan,3,2002
Navajo,2,2002
Bengali,3,2002
Proto-Tibeto-Burman,1,2002
Ojibwe,7,2002
Miami,1,2002
Plains Apache,1,2002
Armenian,2,2002
Proto-Sino-Tibetan,13,2002
Mongolian,1,2002
Quechua,12,2002
Korean,11,2002
Picard,3,2002
Etruscan,5,2002
Saterland Frisian,2,2002
Proto-Hurro-Urartian,4,2002
Cornish,3,2002
Tamil,4,2002
Egyptian,12,2002
Proto-Nahuan,2,2002
Wyandot,1,2002
Proto-Austronesian,5,2002
Ottoman Turkish,4,2002
Old Polish,1,2002
Avar,1,2002
Yucatec Maya,2,2002
Pali,3,2002
Burmese,3,2002
Polish,40,2002
Choctaw,2,2002
Punjabi,4,2002
Ukrainian,2,2002
Galibi Carib,1,2002
Finnish,3,2002
Rwanda-Rundi,4,2002
Sumerian,12,2002
Proto-Mongolic,3,2002
Proto-Eastern Malayo-Polynesian,2,2002
Nepali,1,2002
Cantonese,4,2002
Proto-Finnic,2,2002
Lombardic,4,2002
Xhosa,2,2002
Bulgarian,4,2002
Urdu,5,2002
Catalan,7,2002
Proto-Philippine,1,2002
O'odham,1,2002
Proto-Polynesian,3,2002
Slovene,2,2002
Tibetan,2,2002
Iberian,1,2002
Ventureño,1,2002
Manchu,1,2002
Scots,17,2002
Bambara,3,2002
Lushootseed,1,2002
Hawaiian,7,2002
Amharic,1,2002
Powhatan,5,2002
Caddo,1,2002
Lower Sorbian,1,2002
Algonquin,3,2002
Gaulish,2,2002
Serbo-Croatian,7,2002
Old Turkic,1,2002
West Flemish,3,2002
Mundari,4,2002
Gamilaraay,1,2002
Lithuanian,1,2002
Lombard,3,2002
Romani,3,2002
Walloon,1,2002
Creek,2,2002
Telugu,1,2002
Soninke,1,2002
Galician,3,2002
Latvian,2,2002
Vandalic,2,2002
Azerbaijani,3,2002
Shona,1,2002
Sicilian,2,2002
Jurchen,1,2002
Maori,2,2002
Proto-Scythian,1,2002
Proto-Malayo-Polynesian,1,2002
Avestan,1,2002
Uzbek,1,2002
Tewa,1,2002
Proto-Lolo-Burmese,1,2002
Kannada,1,2002
Old Median,1,2002
Chichewa,1,2002
Old Georgian,3,2002
Venetian,2,2002
Northern Sami,1,2002
Luganda,1,2002
Marathi,4,2002
Purepecha,1,2002
Mon,1,2002
Proto-Basque,1,2002
Kumeyaay,1,2002
Turkmen,1,2002
Yuma,1,2002
Uyghur,1,2002
Kildin Sami,2,2002
Thai,3,2002
West Frisian,1,2002
Sindhi,1,2002
Gujarati,1,2002
Proto-Albanian,1,2002
Hokkien,1,2002
Waray-Waray,1,2002
Opata,1,2002
Central Sama,1,2002
Swahili,1,2002
Kansa,1,2002
Occitan,2,2002
Slovak,1,2002
Old Armenian,2,2002
Lao,1,2002
Old Burmese,1,2002
Koyukon,1,2002
Afrikaans,2,2002
Hidatsa,1,2002
Proto-Algonquian,2,2002
Franco-Provençal,1,2002
Proto-Eskimo,1,2002
Romanian,3,2002
Tswana,2,2002
Samoan,1,2002
Purisimeño,1,2002
Narragansett,1,2002
Proto-Japonic,2,2002
Ottawa,1,2002
Belarusian,1,2002
Malayalam,2,2002
Maguindanao,1,2002
Cayuga,1,2002
Kiowa,1,2002
Tundra Nenets,2,2002
Old Javanese,1,2002
Komi-Permyak,1,2002
Livonian,1,2002
Proto-Mixe-Zoque,1,2002
Onondaga,1,2002
Asturian,1,2002
Balti,1,2002
Middle Welsh,1,2002
Hausa,1,2002
Gullah,1,2002
Lower Chehalis,1,2002
English,2913,2003
German,3621,2003
Norse,178,2003
Itali,699,2003
Latin,3253,2003
Arabic,153,2003
Greek,857,2003
French,1234,2003
Anglo-Norman,422,2003
Hebrew,185,2003
Dutch,158,2003
Unami,3,2003
Old Tupi,5,2003
Celtic,107,2003
Persian,35,2003
Proto-Hellenic,112,2003
Akkadian,15,2003
Khoekhoe,2,2003
Punic,1,2003
Min Nan,3,2003
Proto-Turkic,6,2003
Hungarian,10,2003
Hindi,18,2003
Swedish,17,2003
Mohegan-Pequot,2,2003
Potawatomi,1,2003
Classical Nahuatl,9,2003
Moore,1,2003
Old Breton,3,2003
Frankish,87,2003
Spanish,108,2003
Breton,4,2003
Caribbean Hindustani,1,2003
Pictish,1,2003
Oscan,1,2003
Semitic,15,2003
Sanskrit,101,2003
Laurentian,2,2003
Danish,14,2003
Provençal,3,2003
Aramaic,10,2003
Old Welsh,4,2003
Saxon,8,2003
Proto-Austronesian,3,2003
Japanese,81,2003
Portuguese,26,2003
Irish,133,2003
Iranian,18,2003
Russian,52,2003
Chinese,32,2003
Old Occitan,6,2003
Seneca,1,2003
Welsh,13,2003
Gaelic,13,2003
Norman,3,2003
Nahuatl,2,2003
Korean,19,2003
Slavic,32,2003
Gothic,6,2003
Bactrian,1,2003
Etruscan,4,2003
Proto-Sino-Tibetan,17,2003
Phoenician,18,2003
Mandarin,17,2003
Ojibwe,8,2003
Egyptian,9,2003
Ottoman Turkish,5,2003
Vietnamese,6,2003
Cantonese,7,2003
Taíno,10,2003
Czech,9,2003
Tibetan,5,2003
Mohawk,1,2003
Sumerian,11,2003
Choctaw,3,2003
Proto-Nuclear Polynesian,4,2003
Yiddish,8,2003
Ute,1,2003
Tamil,2,2003
Pashto,3,2003
Proto-Brythonic,13,2003
Dakota,2,2003
Pali,2,2003
Avar,1,2003
Picard,3,2003
Proto-Tibeto-Burman,1,2003
Plains Apache,1,2003
Quechua,11,2003
Lakota,2,2003
Nepali,4,2003
Early Modern Korean,1,2003
Malay,3,2003
Proto-Hurro-Urartian,4,2003
Punjabi,4,2003
Saterland Frisian,2,2003
Catalan,3,2003
Bulgarian,4,2003
Cornish,1,2003
Iberian,1,2003
O'odham,1,2003
Marathi,5,2003
Javanese,2,2003
Menominee,1,2003
Gaulish,5,2003
Wyandot,1,2003
Serbo-Croatian,13,2003
Polish,28,2003
Armenian,3,2003
Norwegian,9,2003
Proto-Malayo-Polynesian,4,2003
Proto-Nahuan,3,2003
Lombardic,4,2003
Ventureño,2,2003
Occitan,4,2003
Omaha-Ponca,1,2003
West Flemish,5,2003
Venetic,1,2003
Old Median,1,2003
Mundari,3,2003
Mon,2,2003
Scots,17,2003
Latvian,2,2003
Northern Sami,1,2003
Maori,4,2003
Hawaiian,15,2003
Old Javanese,1,2003
Proto-Mixe-Zoque,1,2003
Navajo,1,2003
Northern Khmer,1,2003
Neapolitan,2,2003
Basque,13,2003
Turkmen,1,2003
Algonquin,2,2003
Waray-Waray,1,2003
Gamilaraay,1,2003
Yucatec Maya,1,2003
Miami,2,2003
Bengali,3,2003
Proto-Dravidian,1,2003
Walloon,1,2003
Kapampangan,2,2003
Onondaga,2,2003
Kannada,2,2003
Vandalic,2,2003
Bambara,1,2003
Lombard,1,2003
Proto-Eskimo,2,2003
Lao,1,2003
Haitian Creole,1,2003
Sinhalese,1,2003
Urdu,5,2003
Ukrainian,3,2003
Old Georgian,1,2003
Esan,1,2003
Guugu Yimidhirr,2,2003
Ngunawal,1,2003
Oneida,2,2003
Turkish,2,2003
Proto-Polynesian,3,2003
Powhatan,3,2003
Old Polish,1,2003
Old Turkic,1,2003
Lithuanian,1,2003
Angloromani,1,2003
Mongolian,1,2003
Venetian,2,2003
Rwanda-Rundi,3,2003
Livonian,1,2003
Proto-Berber,1,2003
Proto-Algonquian,2,2003
Elamite,1,2003
Tundra Nenets,1,2003
Chichewa,1,2003
Proto-Scythian,1,2003
Proto-Lolo-Burmese,1,2003
Burmese,1,2003
Central Kurdish,1,2003
Halkomelem,1,2003
Proto-Japonic,3,2003
Hidatsa,1,2003
Kildin Sami,2,2003
Yámana,1,2003
Azerbaijani,2,2003
Balti,2,2003
Kongo,3,2003
Swahili,2,2003
Chibcha,1,2003
Proto-Philippine,1,2003
Purepecha,1,2003
Arawak,1,2003
Ancient Ligurian,1,2003
Afrikaans,1,2003
Urartian,2,2003
Khmer,3,2003
Uzbek,1,2003
Belarusian,1,2003
Creek,1,2003
Proto-Mongolic,2,2003
Soninke,1,2003
Tewa,1,2003
Gwich'in,1,2003
Narragansett,1,2003
Ewe,2,2003
West Frisian,1,2003
Avestan,1,2003
Malayalam,2,2003
Luganda,2,2003
Old Armenian,2,2003
Komi-Permyak,1,2003
Romanian,1,2003
Hausa,1,2003
Amharic,1,2003
Tlingit,1,2003
Samoan,1,2003
Caddo,1,2003
Romani,2,2003
Lower Chehalis,1,2003
Kansa,1,2003
Swabian,1,2003
Ainu,1,2003
Xhosa,1,2003
Luxembourgish,1,2003
Georgian,1,2003
Buryat,1,2003
Mapudungun,1,2003
Lushootseed,1,2003
Sindhi,1,2003
Sicilian,1,2003
Proto-Eastern Malayo-Polynesian,2,2003
Telugu,1,2003
Lower Sorbian,1,2003
Common Turkic,1,2003
Thai,2,2003
Yoruba,1,2003
Tashelhit,1,2003
Tswana,1,2003
Proto-Arawak,1,2003
Dharug,1,2003
Uyghur,1,2003
Hokkien,2,2003
Cree,1,2003
Northern Sotho,1,2003
Kipchak,1,2003
Shona,1,2003
Old Church Slavonic,2,2003
Proto-Basque,1,2003
English,2802,2004
German,3470,2004
Norse,164,2004
Latin,3084,2004
Itali,644,2004
Anglo-Norman,415,2004
Arabic,171,2004
Greek,824,2004
French,1211,2004
Hebrew,174,2004
Dutch,185,2004
Unami,3,2004
Dakota,3,2004
Proto-Hellenic,105,2004
Persian,38,2004
Punic,1,2004
Akkadian,15,2004
Old Tupi,5,2004
Celtic,96,2004
Proto-Turkic,6,2004
Algonquin,5,2004
Old Breton,3,2004
Japanese,86,2004
Mohegan-Pequot,2,2004
Khoekhoe,2,2004
Min Nan,2,2004
Spanish,97,2004
Laurentian,2,2004
Sanskrit,89,2004
Frankish,85,2004
Oscan,1,2004
Moore,1,2004
Swedish,15,2004
Hindi,26,2004
Potawatomi,1,2004
Classical Nahuatl,11,2004
Semitic,11,2004
Aramaic,7,2004
Breton,2,2004
Pictish,1,2004
Gothic,5,2004
Old Occitan,4,2004
Portuguese,19,2004
Hungarian,9,2004
Vietnamese,9,2004
Irish,118,2004
Russian,48,2004
Danish,14,2004
Seneca,1,2004
Chinese,28,2004
Mandarin,7,2004
Norman,3,2004
Iranian,20,2004
Choctaw,4,2004
Caribbean Hindustani,1,2004
Welsh,14,2004
Gaelic,16,2004
Saxon,8,2004
Miami,1,2004
Pali,2,2004
Nahuatl,3,2004
Old Welsh,4,2004
Bactrian,1,2004
Classical Mongolian,1,2004
Proto-Brythonic,16,2004
Provençal,4,2004
Serbo-Croatian,10,2004
Polish,31,2004
Slavic,27,2004
Tamil,5,2004
Pashto,2,2004
Mohawk,1,2004
Etruscan,5,2004
Yiddish,5,2004
Proto-Tibeto-Burman,1,2004
Taíno,11,2004
Lakota,2,2004
Menominee,1,2004
Proto-Austronesian,3,2004
Phoenician,16,2004
Mongolian,1,2004
Ute,1,2004
Avar,1,2004
Old Georgian,2,2004
Ojibwe,6,2004
Ukrainian,4,2004
West Flemish,4,2004
Egyptian,18,2004
Proto-Nuclear Polynesian,2,2004
Guugu Yimidhirr,1,2004
Malay,3,2004
Wyandot,1,2004
Basque,6,2004
Proto-Hurro-Urartian,4,2004
Walloon,1,2004
Finnish,1,2004
Proto-Sino-Tibetan,11,2004
Picard,3,2004
Saterland Frisian,2,2004
Ottoman Turkish,4,2004
Korean,9,2004
Cornish,1,2004
Plains Apache,1,2004
Punjabi,8,2004
Quechua,9,2004
Czech,8,2004
Sumerian,11,2004
Old Javanese,1,2004
Lombardic,4,2004
O'odham,1,2004
Asturian,1,2004
Northern Khmer,1,2004
Urdu,2,2004
Bulgarian,3,2004
Armenian,4,2004
Norwegian,8,2004
Turkish,3,2004
Urartian,1,2004
Proto-Nahuan,2,2004
Kildin Sami,2,2004
Proto-Eastern Malayo-Polynesian,2,2004
Hawaiian,6,2004
Luganda,2,2004
Cantonese,3,2004
Mundari,3,2004
Neapolitan,2,2004
Hokkien,1,2004
Occitan,3,2004
Proto-Philippine,1,2004
Malayalam,4,2004
Marathi,1,2004
Scots,14,2004
Rwanda-Rundi,3,2004
Kongo,1,2004
Catalan,2,2004
Khmer,5,2004
Vandalic,2,2004
Translingual,1,2004
Azerbaijani,3,2004
Yoruba,1,2004
Balti,1,2004
Luwian,1,2004
Lao,2,2004
Bengali,4,2004
Uyghur,1,2004
Iberian,1,2004
Swahili,2,2004
Sicilian,1,2004
Thai,4,2004
Ventureño,1,2004
Lushootseed,1,2004
Ainu,1,2004
Proto-Polynesian,3,2004
Gaulish,5,2004
Tibetan,1,2004
Uzbek,2,2004
Tundra Nenets,1,2004
Yucatec Maya,2,2004
Old Turkic,1,2004
Oneida,2,2004
Omaha-Ponca,1,2004
Proto-Eskimo,2,2004
Maori,2,2004
Proto-Tungusic,1,2004
Georgian,2,2004
Proto-Japonic,2,2004
Buryat,1,2004
Venetian,1,2004
Gujarati,2,2004
Ottawa,1,2004
Opata,2,2004
Kazakh,1,2004
Bambara,3,2004
Afrikaans,1,2004
Elamite,1,2004
Proto-Mayan,1,2004
Navajo,1,2004
Sindhi,1,2004
Arawak,1,2004
Old Polish,1,2004
Ancient Ligurian,1,2004
Proto-Albanian,1,2004
Kansa,1,2004
Nepali,2,2004
Tswana,1,2004
West Frisian,1,2004
Proto-Basque,2,2004
Caddo,1,2004
Proto-Algonquian,3,2004
Javanese,1,2004
Galician,3,2004
Yakut,1,2004
Proto-Dravidian,1,2004
Proto-Scythian,1,2004
Wolof,2,2004
Yámana,1,2004
Tabasco Chontal,1,2004
Northern Sami,1,2004
Powhatan,2,2004
Niuean,1,2004
Koasati,1,2004
Mandinka,1,2004
Cebuano,1,2004
Hausa,1,2004
Romanian,1,2004
Lombard,3,2004
Cherokee,1,2004
Romani,1,2004
Waray-Waray,1,2004
Kannada,1,2004
Galibi Carib,1,2004
Manchu,1,2004
Kriol,1,2004
Lower Chehalis,1,2004
Sinhalese,2,2004
Wiradhuri,1,2004
Proto-Malayo-Polynesian,1,2004
Lower Sorbian,1,2004
Transalpine Gaulish,1,2004
Proto-Arawak,1,2004
Aleut,1,2004
Malagasy,1,2004
Proto-Mixe-Zoque,1,2004
Kumeyaay,1,2004
Mayo,1,2004
Fijian,1,2004
Manx,1,2004
Creek,1,2004
Cayuga,1,2004
Inuktitut,1,2004
Slovak,1,2004
Halkomelem,1,2004
Proto-Finnic,1,2004
English,3043,2005
German,3823,2005
Norse,197,2005
Arabic,191,2005
Itali,759,2005
Latin,3358,2005
Greek,906,2005
Anglo-Norman,467,2005
French,1312,2005
Hebrew,194,2005
Unami,3,2005
Dutch,194,2005
Proto-Hellenic,130,2005
Proto-Japonic,4,2005
Persian,35,2005
Celtic,124,2005
Old Tupi,4,2005
Punic,1,2005
Akkadian,12,2005
Khoekhoe,1,2005
Moore,1,2005
Spanish,115,2005
Proto-Turkic,9,2005
Mohegan-Pequot,3,2005
Old Breton,3,2005
Iranian,25,2005
Potawatomi,1,2005
Hungarian,15,2005
Semitic,14,2005
Frankish,96,2005
Swedish,17,2005
Hindi,13,2005
Breton,4,2005
Min Nan,3,2005
Old Occitan,7,2005
Classical Nahuatl,5,2005
Russian,62,2005
Sanskrit,97,2005
Gothic,3,2005
Laurentian,2,2005
Japanese,92,2005
Irish,143,2005
Portuguese,27,2005
Oscan,1,2005
Seneca,1,2005
Danish,15,2005
Mandarin,17,2005
Pali,3,2005
Caribbean Hindustani,1,2005
Saxon,7,2005
Pictish,1,2005
Taíno,11,2005
Ukrainian,7,2005
Nahuatl,5,2005
Aramaic,9,2005
Phoenician,18,2005
Proto-Brythonic,14,2005
Norwegian,14,2005
Ute,1,2005
Gaelic,13,2005
Vietnamese,8,2005
Xhosa,1,2005
Norman,3,2005
Cornish,2,2005
Chinese,34,2005
Lakota,1,2005
Slavic,36,2005
Old Welsh,5,2005
Malay,6,2005
Proto-Hurro-Urartian,5,2005
Basque,5,2005
Etruscan,5,2005
Welsh,13,2005
Proto-Austronesian,6,2005
Proto-Nuclear Polynesian,4,2005
Avar,1,2005
Quechua,11,2005
Bactrian,1,2005
Proto-Tibeto-Burman,1,2005
Provençal,5,2005
Ojibwe,8,2005
Picard,2,2005
Choctaw,4,2005
Tamil,9,2005
Pashto,1,2005
Egyptian,18,2005
Mohawk,1,2005
Punjabi,8,2005
Armenian,4,2005
Walloon,1,2005
Proto-Sino-Tibetan,13,2005
Plains Apache,1,2005
Czech,12,2005
Venetian,3,2005
Saterland Frisian,2,2005
Rwanda-Rundi,3,2005
Ottoman Turkish,4,2005
Algonquin,3,2005
Yiddish,11,2005
Korean,10,2005
Bengali,2,2005
Dakota,2,2005
Nepali,2,2005
Prakrit,1,2005
Luo,1,2005
Miami,2,2005
Proto-Eastern Malayo-Polynesian,2,2005
Balti,2,2005
Yucatec Maya,2,2005
Polish,35,2005
Serbo-Croatian,8,2005
Navajo,1,2005
Wyandot,1,2005
Sumerian,10,2005
Vandalic,2,2005
Kongo,1,2005
Scots,18,2005
Bambara,3,2005
West Flemish,5,2005
Old Median,1,2005
Old Polish,2,2005
Thai,3,2005
Ventureño,1,2005
Caddo,1,2005
Menominee,1,2005
Gaulish,6,2005
Proto-Malayo-Polynesian,2,2005
Old Javanese,2,2005
Azerbaijani,3,2005
Catalan,3,2005
Gamilaraay,2,2005
Igbo,1,2005
Swahili,6,2005
Slovak,2,2005
Proto-Nahuan,1,2005
Lower Sorbian,1,2005
Lombardic,3,2005
Bulgarian,3,2005
Marathi,4,2005
Lao,1,2005
Afrikaans,1,2005
Mundari,3,2005
Mongolian,1,2005
Kalasha,1,2005
Proto-Albanian,1,2005
Turkmen,1,2005
Khmer,2,2005
Burmese,4,2005
Romanian,2,2005
Neapolitan,3,2005
Proto-Mixe-Zoque,2,2005
Urartian,2,2005
Hawaiian,7,2005
Proto-Mongolic,1,2005
Tibetan,7,2005
Galibi Carib,1,2005
Yoruba,1,2005
Javanese,2,2005
Kimbundu,1,2005
Tundra Nenets,1,2005
Kansa,1,2005
Cantonese,5,2005
Uyghur,1,2005
Oneida,1,2005
Proto-Philippine,1,2005
Romani,2,2005
O'odham,1,2005
Old Armenian,3,2005
Proto-Berber,1,2005
Sicilian,2,2005
Ainu,1,2005
Georgian,2,2005
Old Turkic,3,2005
Proto-Scythian,1,2005
Ottawa,1,2005
Maori,3,2005
Luganda,1,2005
Zulu,1,2005
Koyukon,1,2005
Slovene,2,2005
Proto-Dravidian,2,2005
Iberian,1,2005
Hausa,2,2005
Proto-Polynesian,4,2005
Proto-Basque,1,2005
Cora,1,2005
Shona,1,2005
Chamorro,1,2005
Kannada,1,2005
Tagalog,3,2005
Livonian,1,2005
Urdu,5,2005
Zazaki,1,2005
Atong (India),1,2005
Galician,3,2005
Proto-Ugric,1,2005
Old Georgian,1,2005
Proto-Bantu,1,2005
Finnish,1,2005
Malayalam,4,2005
Kapampangan,1,2005
Shawnee,1,2005
Cayuga,1,2005
Mon,1,2005
Tewa,1,2005
Soninke,1,2005
Turkish,2,2005
Creek,1,2005
Classical Mongolian,1,2005
Mandinka,1,2005
Gullah,1,2005
Proto-Eskimo,1,2005
Proto-Finnic,2,2005
Ewe,2,2005
Sotho,1,2005
Wayuu,1,2005
Powhatan,1,2005
Proto-Tai,2,2005
Narragansett,1,2005
Belarusian,3,2005
Kumeyaay,1,2005
Lombard,2,2005
Chibcha,2,2005
Proto-Inuit,1,2005
Okinawan,1,2005
Samoan,1,2005
Ilocano,1,2005
Old Church Slavonic,1,2005
Uzbek,1,2005
Proto-Algonquian,2,2005
Northern Saharan Berber,1,2005
Haitian Creole,1,2005
Dharug,1,2005
Wolof,1,2005
Omaha-Ponca,2,2005
Latvian,1,2005
Proto-Tungusic,1,2005
Chichewa,1,2005
Aymara,1,2005
West Frisian,1,2005
Occitan,1,2005
Gujarati,1,2005
Hokkien,2,2005
Sateré-Mawé,1,2005
Translingual,1,2005
English,3284,2006
German,4051,2006
Norse,209,2006
Arabic,195,2006
Latin,3520,2006
Itali,803,2006
Greek,986,2006
Anglo-Norman,469,2006
French,1379,2006
Hebrew,219,2006
Unami,3,2006
Dutch,199,2006
Old Tupi,8,2006
Persian,43,2006
Celtic,133,2006
Proto-Hellenic,121,2006
Proto-Turkic,7,2006
Akkadian,14,2006
Moore,1,2006
Swedish,21,2006
Punic,2,2006
Khoekhoe,2,2006
Sanskrit,102,2006
Frankish,103,2006
Hindi,22,2006
Mohegan-Pequot,2,2006
Russian,54,2006
Potawatomi,1,2006
Min Nan,2,2006
Spanish,144,2006
Japanese,112,2006
Hungarian,9,2006
Iranian,27,2006
Irish,150,2006
Old Breton,3,2006
Laurentian,2,2006
Oscan,1,2006
Semitic,13,2006
Gothic,6,2006
Classical Nahuatl,9,2006
Old Occitan,10,2006
Breton,3,2006
Seneca,1,2006
Pictish,2,2006
Caribbean Hindustani,1,2006
Chinese,32,2006
Nahuatl,4,2006
Proto-Hurro-Urartian,6,2006
Mandarin,13,2006
Norwegian,17,2006
Aramaic,6,2006
Taíno,13,2006
Norman,5,2006
Saxon,6,2006
Gaelic,19,2006
Danish,15,2006
Old Welsh,6,2006
Welsh,14,2006
Egyptian,16,2006
Slavic,31,2006
Saterland Frisian,3,2006
Bactrian,2,2006
Cornish,3,2006
Proto-Brythonic,17,2006
Proto-Malayo-Polynesian,8,2006
Ute,1,2006
Quechua,9,2006
Portuguese,36,2006
Choctaw,4,2006
Mohawk,1,2006
Provençal,3,2006
Tamil,8,2006
Yucatec Maya,2,2006
Yiddish,8,2006
Malay,9,2006
Lakota,1,2006
Korean,13,2006
Proto-Sino-Tibetan,15,2006
Vietnamese,10,2006
Phoenician,19,2006
Ojibwe,7,2006
Picard,2,2006
Ukrainian,5,2006
Dakota,2,2006
Proto-Japonic,4,2006
Sumerian,15,2006
Punjabi,5,2006
Menominee,1,2006
Armenian,5,2006
Proto-Tibeto-Burman,1,2006
Pashto,1,2006
Proto-Austronesian,5,2006
Miami,2,2006
Proto-Nuclear Polynesian,4,2006
Avar,1,2006
Nepali,3,2006
Scots,15,2006
Basque,16,2006
Polish,43,2006
Etruscan,6,2006
Serbo-Croatian,8,2006
Northern Sami,1,2006
Hokkien,3,2006
Omaha-Ponca,1,2006
O'odham,1,2006
Classical Syriac,1,2006
Thai,5,2006
Lombardic,3,2006
Turkmen,1,2006
Hawaiian,17,2006
Czech,8,2006
Gwich'in,1,2006
Maori,2,2006
Pali,2,2006
Ottoman Turkish,8,2006
Catalan,7,2006
Tibetan,3,2006
Iberian,1,2006
Bengali,4,2006
West Flemish,9,2006
Mundari,4,2006
Proto-Eskimo,1,2006
Walloon,1,2006
Neapolitan,5,2006
Bulgarian,3,2006
Soninke,2,2006
Finnish,1,2006
Plains Apache,1,2006
Proto-Mixe-Zoque,2,2006
Balti,2,2006
Afrikaans,4,2006
Hopi,1,2006
Old Javanese,1,2006
Occitan,3,2006
Venetian,2,2006
Proto-Eastern Malayo-Polynesian,1,2006
Old Armenian,3,2006
Northern Khmer,1,2006
Proto-Scythian,2,2006
Algonquin,3,2006
Caddo,2,2006
Javanese,2,2006
Old Median,1,2006
Old Turkic,3,2006
Ventureño,1,2006
Proto-Mayan,1,2006
Lombard,2,2006
Rwanda-Rundi,2,2006
Azerbaijani,3,2006
Tagalog,1,2006
Lao,1,2006
Uzbek,2,2006
Kumeyaay,1,2006
Proto-Nahuan,2,2006
Gujarati,1,2006
Bambara,1,2006
Georgian,1,2006
Lushootseed,1,2006
Wyandot,1,2006
Tabasco Chontal,1,2006
West Frisian,2,2006
Proto-Finnic,1,2006
Luganda,1,2006
Proto-Eastern Polynesian,2,2006
Arawak,1,2006
Sinhalese,2,2006
Proto-Polynesian,7,2006
Gamilaraay,2,2006
Kongo,1,2006
Urdu,3,2006
Cantonese,7,2006
Urartian,2,2006
Powhatan,1,2006
Marathi,4,2006
Asturian,1,2006
Fijian,1,2006
Estonian,1,2006
Turkish,3,2006
Classical Mongolian,1,2006
Franco-Provençal,1,2006
Tewa,1,2006
Romani,3,2006
Chichewa,2,2006
Proto-Albanian,1,2006
Proto-Arawak,1,2006
Lower Sorbian,2,2006
Kildin Sami,1,2006
Navajo,2,2006
Khmer,3,2006
Amharic,1,2006
Malayalam,3,2006
Guugu Yimidhirr,1,2006
Proto-Philippine,1,2006
Tundra Nenets,1,2006
Galician,1,2006
Burmese,1,2006
Uyghur,2,2006
Vandalic,2,2006
Opata,1,2006
Avestan,1,2006
Shona,1,2006
Halkomelem,1,2006
Ewe,1,2006
Proto-Bantu,1,2006
Swahili,1,2006
Sicilian,1,2006
Luwian,1,2006
Yoruba,4,2006
Old Georgian,1,2006
Ancient Ligurian,1,2006
Gaulish,4,2006
Proto-Algonquian,6,2006
Elamite,2,2006
Creek,1,2006
Abaza,1,2006
Albanian,2,2006
Mongolian,1,2006
Purepecha,1,2006
Ainu,1,2006
Dzongkha,1,2006
Prakrit,1,2006
Angloromani,1,2006
Jurchen,1,2006
Proto-Tungusic,1,2006
Proto-Basque,1,2006
Middle Welsh,1,2006
Middle Armenian,1,2006
Slovak,1,2006
Marshallese,1,2006
Proto-Inuit,1,2006
Swabian,1,2006
Mon,3,2006
Mandinka,1,2006
Gullah,2,2006
Igbo,1,2006
Kriol,1,2006
Zulu,1,2006
Translingual,3,2006
Tausug,1,2006
Old Catalan,1,2006
Romanian,1,2006
Old Polish,1,2006
Oneida,1,2006
Kannada,1,2006
Latvian,1,2006
Xhosa,1,2006
Massachusett,1,2006
Proto-Dravidian,1,2006
Tswana,1,2006
Haitian Creole,1,2006
English,2448,2007
German,3001,2007
Norse,157,2007
Arabic,130,2007
Latin,2683,2007
Itali,532,2007
French,1020,2007
Anglo-Norman,348,2007
Greek,707,2007
Proto-Hellenic,85,2007
Dutch,145,2007
Persian,28,2007
Old Tupi,3,2007
Celtic,87,2007
Unami,3,2007
Hebrew,135,2007
Moore,1,2007
Khoekhoe,1,2007
Potawatomi,1,2007
Proto-Turkic,8,2007
Luo,1,2007
Laurentian,2,2007
Spanish,74,2007
Swedish,13,2007
Phoenician,11,2007
Japanese,57,2007
Sanskrit,76,2007
Russian,45,2007
Frankish,76,2007
Mohegan-Pequot,2,2007
Classical Nahuatl,5,2007
Min Nan,2,2007
Norman,2,2007
Hungarian,6,2007
Semitic,8,2007
Akkadian,12,2007
Seneca,1,2007
Chinese,21,2007
Slavic,16,2007
Iranian,18,2007
Old Breton,2,2007
Oscan,1,2007
Avar,1,2007
Egyptian,16,2007
Hindi,11,2007
Mandarin,11,2007
Pictish,1,2007
Nahuatl,6,2007
Caribbean Hindustani,1,2007
Saxon,5,2007
Vietnamese,6,2007
Pashto,2,2007
Dakota,3,2007
Aramaic,5,2007
Breton,1,2007
Irish,79,2007
Urartian,2,2007
Portuguese,17,2007
Bactrian,1,2007
Choctaw,3,2007
Taíno,13,2007
Danish,10,2007
Gaelic,13,2007
Mohawk,1,2007
Saterland Frisian,2,2007
Pali,2,2007
Hawaiian,3,2007
