count,lang,rel_lang,rel_type
2,Ottoman Turkish,Russian,derived_from
1,Ottoman Turkish,Russian,etymologically_related_to
3,Ottoman Turkish,Old East Slavic,derived_from
2,Ottoman Turkish,Classical Syriac,etymologically_related_to
2,Ottoman Turkish,Classical Syriac,derived_from
3,Ottoman Turkish,Proto-Indo-European,has_root
59,Ottoman Turkish,Greek,borrowed_from
3,Ottoman Turkish,Greek,derived_from
26,Ottoman Turkish,Greek,etymologically_related_to
4,Ottoman Turkish,Greek,has_affix
47,Ottoman Turkish,French,borrowed_from
2,Ottoman Turkish,French,etymologically_related_to
7,Ottoman Turkish,French,derived_from
1,Ottoman Turkish,Portuguese,etymologically_related_to
21,Ottoman Turkish,Old Anatolian Turkish,inherited_from
3,Ottoman Turkish,Old Anatolian Turkish,derived_from
1,Ottoman Turkish,Old Anatolian Turkish,etymologically_related_to
1,Ottoman Turkish,Sumerian,derived_from
14,Ottoman Turkish,Armenian,borrowed_from
13,Ottoman Turkish,Armenian,etymologically_related_to
17,Ottoman Turkish,Common Turkic,inherited_from
1,Ottoman Turkish,Common Turkic,derived_from
2,Ottoman Turkish,Proto-Mongolic,derived_from
1,Ottoman Turkish,Northern Kurdish,borrowed_from
10,Ottoman Turkish,Azerbaijani,etymologically_related_to
1,Ottoman Turkish,Azerbaijani,borrowed_from
5,Ottoman Turkish,Middle Armenian,borrowed_from
2,Ottoman Turkish,Middle Armenian,compound_of
1,Ottoman Turkish,Middle Armenian,etymologically_related_to
2,Ottoman Turkish,Kazakh,etymologically_related_to
8,Ottoman Turkish,Serbo-Croatian,etymologically_related_to
1,Ottoman Turkish,Serbo-Croatian,derived_from
5,Ottoman Turkish,Serbo-Croatian,borrowed_from
19,Ottoman Turkish,Byzantine Greek,derived_from
13,Ottoman Turkish,Byzantine Greek,borrowed_from
3,Ottoman Turkish,Old Turkic,derived_from
2,Ottoman Turkish,Old Turkic,etymologically_related_to
1,Ottoman Turkish,Old French,derived_from
36,Ottoman Turkish,Latin,derived_from
4,Ottoman Turkish,Latin,etymologically_related_to
2,Ottoman Turkish,Latin,borrowed_from
8,Ottoman Turkish,Venetian,derived_from
15,Ottoman Turkish,Venetian,borrowed_from
2,Ottoman Turkish,Venetian,etymologically_related_to
2,Ottoman Turkish,Kyrgyz,etymologically_related_to
1,Ottoman Turkish,Albanian,etymologically_related_to
1,Ottoman Turkish,Albanian,derived_from
2,Ottoman Turkish,Czech,etymologically_related_to
4,Ottoman Turkish,German,etymologically_related_to
2,Ottoman Turkish,German,borrowed_from
2,Ottoman Turkish,German,derived_from
6,Ottoman Turkish,Hungarian,borrowed_from
1,Ottoman Turkish,Old Armenian,etymologically_related_to
1,Ottoman Turkish,Old Armenian,derived_from
1,Ottoman Turkish,Nogai,etymologically_related_to
5,Ottoman Turkish,Bulgarian,borrowed_from
3,Ottoman Turkish,Romanian,borrowed_from
1,Ottoman Turkish,Romanian,etymologically_related_to
2,Ottoman Turkish,Proto-Germanic,derived_from
1,Ottoman Turkish,Chagatai,etymologically_related_to
15,Ottoman Turkish,Turkish,etymologically_related_to
1,Ottoman Turkish,Aramaic,etymologically_related_to
1,Ottoman Turkish,Aramaic,derived_from
6,Ottoman Turkish,English,etymologically_related_to
1,Ottoman Turkish,English,borrowed_from
1,Ottoman Turkish,Medieval Latin,derived_from
2,Ottoman Turkish,Kalmyk,etymologically_related_to
2,Ottoman Turkish,Mongolian,etymologically_related_to
2,Ottoman Turkish,Sicilian,borrowed_from
1,Ottoman Turkish,Polish,etymologically_related_to
1,Ottoman Turkish,Polish,derived_from
2,Ottoman Turkish,Late Latin,derived_from
1,Ottoman Turkish,Aromanian,borrowed_from
1,Ottoman Turkish,Aromanian,etymologically_related_to
1,Ottoman Turkish,Uzbek,etymologically_related_to
1,Ottoman Turkish,Bashkir,etymologically_related_to
2,Ottoman Turkish,Tatar,etymologically_related_to
1,Ottoman Turkish,Akkadian,derived_from
1,Ottoman Turkish,Middle French,etymologically_related_to
28,Pashto,Arabic,borrowed_from
32,Pashto,Arabic,derived_from
3,Pashto,Arabic,has_root
3,Pashto,Arabic,etymologically_related_to
1,Pashto,Proto-Semitic,derived_from
36,Pashto,Proto-Iranian,inherited_from
7,Pashto,Proto-Iranian,derived_from
2,Pashto,Proto-Iranian,etymologically_related_to
16,Pashto,Proto-Indo-Iranian,inherited_from
16,Pashto,Proto-Indo-Iranian,derived_from
2,Pashto,Proto-Indo-European,has_root
20,Pashto,Proto-Indo-European,derived_from
7,Pashto,Proto-Indo-European,etymologically_related_to
17,Pashto,Proto-Indo-European,inherited_from
1,Pashto,Hebrew,etymologically_related_to
47,Pashto,Persian,borrowed_from
9,Pashto,Persian,derived_from
1,Pashto,Persian,etymologically_related_to
21,Pashto,Pashto,has_suffix
20,Pashto,Pashto,has_prefix_with_root
59,Pashto,Pashto,etymologically_related_to
3,Pashto,Pashto,doublet_with
8,Pashto,Pashto,has_affix
15,Pashto,Pashto,compound_of
19,Pashto,English,borrowed_from
5,Pashto,English,derived_from
1,Pashto,English,etymologically_related_to
5,Pashto,Middle Persian,derived_from
1,Pashto,Aramaic,derived_from
1,Pashto,Aramaic,etymologically_related_to
3,Pashto,Hindi,derived_from
2,Pashto,Hindi,etymologically_related_to
1,Pashto,Urdu,borrowed_from
1,Pashto,Urdu,derived_from
13,Pashto,Sanskrit,derived_from
4,Pashto,Sanskrit,etymologically_related_to
1,Pashto,Northern Kurdish,etymologically_related_to
2,Pashto,Russian,borrowed_from
1,Pashto,Old Persian,derived_from
2,Pashto,Avestan,etymologically_related_to
1,Pashto,Avestan,derived_from
1,Pashto,Undetermined,etymologically_related_to
1,Pashto,Proto-Germanic,etymologically_related_to
1,Pashto,Akkadian,derived_from
1,Pashto,Punjabi,borrowed_from
1,Pashto,French,derived_from
6,Gallurese,Latin,etymologically_related_to
6,Gallurese,Latin,inherited_from
5,Gallurese,Corsican,inherited_from
2,Gallurese,Proto-Indo-European,has_root
3,Penobscot,Proto-Algonquian,inherited_from
2,Penobscot,Proto-Algonquian,derived_from
1,Penobscot,Proto-Algonquian,etymologically_related_to
2,O'odham,Proto-Uto-Aztecan,inherited_from
9,O'odham,Spanish,borrowed_from
1,O'odham,Spanish,derived_from
1,O'odham,Latin,derived_from
35,Nzadi,Proto-Bantu,inherited_from
1,Nzadi,Proto-Bantu,derived_from
1,Nzadi,Common Bantu,inherited_from
4,Nzadi,Nzadi,etymologically_related_to
5,Nzadi,French,borrowed_from
1,Nzadi,Kituba,borrowed_from
5,Kapingamarangi,Proto-Oceanic,inherited_from
6,Kapingamarangi,Proto-Malayo-Polynesian,inherited_from
4,Kapingamarangi,Proto-Austronesian,inherited_from
5,Kapingamarangi,Proto-Polynesian,inherited_from
2,Kapingamarangi,Proto-Eastern Malayo-Polynesian,inherited_from
2,Kapingamarangi,Proto-Central-Eastern Malayo-Polynesian,derived_from
3,Tarantino,Proto-Italic,inherited_from
4,Tarantino,Proto-Indo-European,inherited_from
1,Tarantino,Proto-Indo-European,etymologically_related_to
26,Tarantino,Latin,etymologically_related_to
37,Tarantino,Latin,inherited_from
2,Tarantino,Latin,derived_from
1,Tarantino,Latin,borrowed_from
1,Tarantino,Neapolitan,inherited_from
3,Tarantino,Late Latin,inherited_from
2,Tarantino,Vulgar Latin,inherited_from
9,Tarantino,Tarantino,has_prefix_with_root
1,Tarantino,Tarantino,has_prefix
2,Tarantino,Tarantino,blend_of
20,Tarantino,Tarantino,etymologically_related_to
7,Tarantino,Tarantino,has_suffix
3,Yemeni Arabic,Arabic,inherited_from
3,Yemeni Arabic,Arabic,derived_from
2,Yemeni Arabic,Arabic,etymologically_related_to
1,Yemeni Arabic,Yemeni Arabic,etymologically_related_to
1,Yemeni Arabic,English,etymologically_related_to
2,Yemeni Arabic,Persian,etymologically_related_to
4,Karakalpak,Russian,borrowed_from
1,Karakalpak,Russian,derived_from
1,Karakalpak,Persian,derived_from
11,Karakalpak,Proto-Turkic,inherited_from
2,Karakalpak,Proto-Turkic,derived_from
1,Karakalpak,Arabic,borrowed_from
1,Chiricahua,Western Apache,etymologically_related_to
3,Buol,Proto-Malayo-Polynesian,inherited_from
1,Buol,Proto-Austronesian,inherited_from
1,Buol,Proto-Philippine,inherited_from
1,Deccani,Proto-Indo-European,has_root
4,Deccani,Sanskrit,derived_from
1,Deccani,Sanskrit,etymologically_related_to
3,Deccani,Old Marathi,etymologically_related_to
2,Deccani,Hindi,etymologically_related_to
2,Deccani,Urdu,etymologically_related_to
7,Gojri,Sanskrit,inherited_from
1,Gojri,Sanskrit,has_root
2,Gojri,Old Gujarati,inherited_from
7,Gojri,Prakrit,inherited_from
3,Gojri,Ashokan Prakrit,inherited_from
4,Gojri,Urdu,etymologically_related_to
4,Gojri,Hindi,etymologically_related_to
13,Gojri,Marwari,etymologically_related_to
1,Gojri,Maithili,etymologically_related_to
1,Gojri,Sindhi,etymologically_related_to
1,Gojri,Punjabi,etymologically_related_to
22,Punjabi,Proto-Indo-European,has_root
32,Punjabi,Proto-Indo-European,inherited_from
19,Punjabi,Proto-Indo-European,derived_from
36,Punjabi,Old Punjabi,inherited_from
2,Punjabi,Old Punjabi,etymologically_related_to
10,Punjabi,Prakrit,inherited_from
7,Punjabi,Sanskrit,has_root
155,Punjabi,Sanskrit,inherited_from
147,Punjabi,Sanskrit,derived_from
61,Punjabi,Sanskrit,borrowed_from
22,Punjabi,Sanskrit,etymologically_related_to
4,Punjabi,Sanskrit,learned_borrowing_from
2,Punjabi,Sanskrit,has_affix
2,Punjabi,Sanskrit,compound_of
59,Punjabi,Arabic,borrowed_from
83,Punjabi,Arabic,derived_from
12,Punjabi,Arabic,has_root
1,Punjabi,Arabic,etymologically_related_to
1,Punjabi,Vedic Sanskrit,inherited_from
159,Punjabi,Persian,borrowed_from
36,Punjabi,Persian,derived_from
10,Punjabi,Persian,etymologically_related_to
4,Punjabi,Persian,has_affix
51,Punjabi,Punjabi,has_affix
6,Punjabi,Punjabi,has_prefix_with_root
4,Punjabi,Punjabi,has_suffix
24,Punjabi,Punjabi,compound_of
37,Punjabi,Punjabi,etymologically_related_to
2,Punjabi,Punjabi,has_prefix
3,Punjabi,Punjabi,doublet_with
6,Punjabi,Portuguese,borrowed_from
1,Punjabi,Portuguese,derived_from
31,Punjabi,Proto-Indo-Aryan,inherited_from
4,Punjabi,Proto-Indo-Aryan,derived_from
34,Punjabi,Proto-Indo-Iranian,inherited_from
11,Punjabi,Proto-Indo-Iranian,derived_from
3,Punjabi,Ancient Greek,derived_from
38,Punjabi,English,borrowed_from
1,Punjabi,English,calque_of
4,Punjabi,English,derived_from
4,Punjabi,Latin,derived_from
1,Punjabi,Latin,etymologically_related_to
15,Punjabi,Classical Persian,borrowed_from
1,Punjabi,Classical Syriac,derived_from
22,Punjabi,Urdu,etymologically_related_to
22,Punjabi,Hindi,etymologically_related_to
4,Punjabi,Hindi,borrowed_from
5,Punjabi,Middle Persian,derived_from
3,Punjabi,Paisaci Prakrit,inherited_from
13,Punjabi,Sauraseni Prakrit,etymologically_related_to
1,Punjabi,Sauraseni Prakrit,derived_from
12,Punjabi,Ashokan Prakrit,inherited_from
2,Punjabi,Ashokan Prakrit,has_root
5,Punjabi,Sindhi,etymologically_related_to
4,Punjabi,Proto-Iranian,derived_from
1,Punjabi,Proto-Iranian,etymologically_related_to
1,Punjabi,Laurentian,derived_from
2,Punjabi,Burmese,etymologically_related_to
1,Punjabi,Burmese,borrowed_from
1,Punjabi,Dutch,derived_from
1,Punjabi,Classical Nahuatl,etymologically_related_to
2,Punjabi,Bengali,etymologically_related_to
226,Gulf Arabic,Arabic,inherited_from
4,Gulf Arabic,Arabic,borrowed_from
14,Gulf Arabic,Arabic,derived_from
24,Gulf Arabic,Arabic,etymologically_related_to
3,Gulf Arabic,Arabic,learned_borrowing_from
53,Gulf Arabic,Gulf Arabic,etymologically_related_to
13,Gulf Arabic,Gulf Arabic,doublet_with
17,Gulf Arabic,Gulf Arabic,has_affix
11,Gulf Arabic,Gulf Arabic,compound_of
40,Gulf Arabic,Persian,borrowed_from
7,Gulf Arabic,Persian,derived_from
9,Gulf Arabic,Persian,etymologically_related_to
2,Gulf Arabic,Proto-Semitic,inherited_from
11,Gulf Arabic,Ottoman Turkish,borrowed_from
2,Gulf Arabic,Ottoman Turkish,derived_from
51,Gulf Arabic,English,borrowed_from
3,Gulf Arabic,English,derived_from
1,Gulf Arabic,English,etymologically_related_to
1,Gulf Arabic,Middle Persian,derived_from
9,Gulf Arabic,Hindi,borrowed_from
1,Gulf Arabic,Hindi,etymologically_related_to
2,Gulf Arabic,Hindi,compound_of
4,Gulf Arabic,Urdu,borrowed_from
1,Gulf Arabic,Urdu,etymologically_related_to
1,Gulf Arabic,Sauraseni Prakrit,etymologically_related_to
8,Gulf Arabic,French,borrowed_from
1,Gulf Arabic,French,calque_of
5,Gulf Arabic,French,derived_from
2,Gulf Arabic,Latin,etymologically_related_to
1,Gulf Arabic,Latin,derived_from
1,Gulf Arabic,Aramaic,derived_from
1,Gulf Arabic,Aramaic,etymologically_related_to
1,Gulf Arabic,Classical Nahuatl,derived_from
1,Gulf Arabic,Turkish,borrowed_from
1,Gulf Arabic,Hijazi Arabic,etymologically_related_to
1,Gulf Arabic,Iraqi Arabic,etymologically_related_to
31,Gothic,Ancient Greek,etymologically_related_to
31,Gothic,Ancient Greek,derived_from
97,Gothic,Ancient Greek,borrowed_from
2,Gothic,Ancient Greek,semantic_loan_of
41,Gothic,Ancient Greek,calque_of
16,Gothic,Latin,derived_from
17,Gothic,Latin,etymologically_related_to
37,Gothic,Latin,borrowed_from
3,Gothic,Latin,calque_of
1318,Gothic,Proto-Germanic,inherited_from
142,Gothic,Proto-Germanic,derived_from
111,Gothic,Proto-Germanic,etymologically_related_to
30,Gothic,Proto-Indo-European,etymologically_related_to
96,Gothic,Proto-Indo-European,inherited_from
146,Gothic,Proto-Indo-European,derived_from
275,Gothic,Proto-Indo-European,has_root
1,Gothic,Proto-Indo-European,has_prefix_with_root
1,Gothic,Proto-Indo-European,has_suffix
3,Gothic,Koine Greek,etymologically_related_to
13,Gothic,Koine Greek,borrowed_from
14,Gothic,Koine Greek,calque_of
395,Gothic,Gothic,etymologically_related_to
2398,Gothic,Gothic,has_affix
319,Gothic,Gothic,has_prefix_with_root
197,Gothic,Gothic,has_suffix
326,Gothic,Gothic,compound_of
125,Gothic,Gothic,has_prefix
2,Gothic,Gothic,doublet_with
5,Gothic,Translingual,etymologically_related_to
7,Gothic,Old High German,etymologically_related_to
9,Gothic,Old Norse,etymologically_related_to
12,Gothic,Old English,etymologically_related_to
15,Gothic,English,etymologically_related_to
4,Gothic,Crimean Gothic,etymologically_related_to
4,Gothic,German,etymologically_related_to
15,Gothic,Hebrew,derived_from
3,Gothic,Hebrew,etymologically_related_to
13,Gothic,Aramaic,derived_from
4,Gothic,Aramaic,etymologically_related_to
12,Gothic,Biblical Hebrew,derived_from
1,Gothic,Sanskrit,derived_from
1,Gothic,Proto-Celtic,derived_from
1,Gothic,Dutch,etymologically_related_to
2,Gothic,Late Latin,borrowed_from
1,Gothic,Proto-Slavic,etymologically_related_to
1,Gothic,Proto-Slavic,borrowed_from
1,Gothic,Proto-West Germanic,etymologically_related_to
1,Gothic,Vulgar Latin,borrowed_from
2,Gothic,Egyptian,etymologically_related_to
1,Betawi,Betawi,blend_of
1,Betawi,Javanese,borrowed_from
8,Rayón Zoque,Spanish,borrowed_from
1,Rayón Zoque,Spanish,etymologically_related_to
17,Rayón Zoque,Rayón Zoque,compound_of
1,Rayón Zoque,Rayón Zoque,etymologically_related_to
2,Rayón Zoque,Rayón Zoque,has_affix
26,Kanakanabu,Proto-Austronesian,inherited_from
4,Kanakanabu,Japanese,borrowed_from
3,Kanakanabu,Mandarin,borrowed_from
2,Kanakanabu,Chinese,borrowed_from
1,Kanakanabu,Hakka,borrowed_from
28,Sakizaya,Proto-Austronesian,inherited_from
2,Sakizaya,Proto-Austronesian,derived_from
17,Sakizaya,Japanese,borrowed_from
3,Sakizaya,Chinese,borrowed_from
12,Sakizaya,Hokkien,borrowed_from
1,Sakizaya,English,borrowed_from
2,Sakizaya,English,etymologically_related_to
2,Sakizaya,Mandarin,borrowed_from
1,Sakizaya,Sakizaya,has_prefix_with_root
1,Jarawa,Jarawa,etymologically_related_to
4,Jarawa,Jarawa,compound_of
2,Mongondow,Proto-Philippine,inherited_from
3,Mongondow,Proto-Malayo-Polynesian,inherited_from
2,Mongondow,Proto-Austronesian,inherited_from
1,Sika,Proto-Central-Eastern Malayo-Polynesian,derived_from
1,Sika,Proto-Central-Eastern Malayo-Polynesian,inherited_from
1,Sika,Proto-Malayo-Polynesian,inherited_from
1,Sika,Proto-Austronesian,inherited_from
1,Jassic,Proto-Iranian,inherited_from
3,Jassic,Ossetian,etymologically_related_to
1,Meänkieli,Proto-Finnic,inherited_from
2,Meänkieli,Finnish,etymologically_related_to
1,Meänkieli,Finnish,inherited_from
1,Meänkieli,Meänkieli,has_affix
1,Meänkieli,Proto-Germanic,derived_from
1,Meänkieli,Old Norse,derived_from
1,Meänkieli,Swedish,borrowed_from
11,Kaurna,Kaurna,compound_of
38,Kaurna,Kaurna,etymologically_related_to
4,Coastal Kadazan,Proto-Austronesian,inherited_from
1,Coastal Kadazan,Proto-Austronesian,derived_from
5,Coastal Kadazan,Proto-Malayo-Polynesian,inherited_from
1,Coastal Kadazan,Proto-Malayo-Polynesian,derived_from
8,Dibabawon Manobo,Proto-Austronesian,inherited_from
2,Dibabawon Manobo,Proto-Austronesian,etymologically_related_to
5,Dibabawon Manobo,Proto-Philippine,inherited_from
13,Dibabawon Manobo,Proto-Malayo-Polynesian,inherited_from
1,Dibabawon Manobo,Proto-Malayo-Polynesian,etymologically_related_to
2,Dibabawon Manobo,Dibabawon Manobo,has_prefix_with_root
1,Dibabawon Manobo,Dibabawon Manobo,has_prefix
1,Gayo,Proto-Austronesian,inherited_from
1,Gayo,Proto-Malayo-Polynesian,inherited_from
1,Gayo,Proto-Malayo-Polynesian,derived_from
5,Hanunoo,Proto-Malayo-Polynesian,inherited_from
3,Hanunoo,Proto-Austronesian,inherited_from
1,Hanunoo,Proto-Austronesian,derived_from
3,Hanunoo,Proto-Philippine,inherited_from
6,Itawit,Proto-Malayo-Polynesian,inherited_from
5,Itawit,Proto-Austronesian,inherited_from
4,Itawit,Proto-Philippine,inherited_from
16,Kankanaey,Proto-Malayo-Polynesian,inherited_from
1,Kankanaey,Proto-Malayo-Polynesian,etymologically_related_to
12,Kankanaey,Proto-Austronesian,inherited_from
8,Kankanaey,Proto-Philippine,inherited_from
2,Kankanaey,Kankanaey,has_suffix
1,Kankanaey,Kankanaey,has_prefix_with_root
5,Matigsalug Manobo,Proto-Malayo-Polynesian,inherited_from
6,Matigsalug Manobo,Proto-Austronesian,inherited_from
3,Matigsalug Manobo,Spanish,borrowed_from
1,Matigsalug Manobo,Proto-Philippine,inherited_from
3,Mayoyao Ifugao,Proto-Malayo-Polynesian,inherited_from
3,Mayoyao Ifugao,Proto-Austronesian,inherited_from
2,Mayoyao Ifugao,Proto-Philippine,inherited_from
4,Palawan Batak,Proto-Malayo-Polynesian,inherited_from
3,Palawan Batak,Proto-Austronesian,inherited_from
5,Pangasinan,Proto-Malayo-Polynesian,inherited_from
1,Pangasinan,Proto-Malayo-Polynesian,derived_from
3,Pangasinan,Proto-Austronesian,inherited_from
6,Pangasinan,Proto-Philippine,inherited_from
6,Pangasinan,Spanish,borrowed_from
1,Pangasinan,Spanish,derived_from
3,Pangasinan,Spanish,etymologically_related_to
2,Tontemboan,Proto-Malayo-Polynesian,inherited_from
2,Tontemboan,Proto-Austronesian,inherited_from
1,Tontemboan,Proto-Philippine,inherited_from
26,Western Bukidnon Manobo,Proto-Malayo-Polynesian,inherited_from
1,Western Bukidnon Manobo,Proto-Malayo-Polynesian,derived_from
8,Western Bukidnon Manobo,Proto-Austronesian,inherited_from
1,Western Bukidnon Manobo,Proto-Austronesian,derived_from
1,Western Bukidnon Manobo,Proto-Philippine,derived_from
1,Western Bukidnon Manobo,Proto-Philippine,inherited_from
37,Yami,Proto-Malayo-Polynesian,inherited_from
3,Yami,Proto-Malayo-Polynesian,derived_from
1,Yami,Proto-Malayo-Polynesian,etymologically_related_to
35,Yami,Proto-Austronesian,inherited_from
2,Yami,Proto-Austronesian,derived_from
3,Yami,Proto-Austronesian,etymologically_related_to
29,Yami,Japanese,borrowed_from
2,Yami,Proto-Philippine,derived_from
9,Yami,Proto-Philippine,inherited_from
9,Yami,Malay,etymologically_related_to
1,Yami,Amis,etymologically_related_to
1,Yami,Dutch,derived_from
1,Yami,Yami,has_prefix_with_root
1,Yami,Min Nan,borrowed_from
1,Yami,Indonesian,etymologically_related_to
1,Yami,Mandarin,borrowed_from
2,Yami,English,derived_from
3,Mentawai,Proto-Austronesian,inherited_from
5,Mentawai,Proto-Malayo-Polynesian,inherited_from
2,Komodo,Proto-Malayo-Polynesian,inherited_from
2,Komodo,Proto-Austronesian,inherited_from
3,Futuna-Aniwa,Proto-Malayo-Polynesian,inherited_from
2,Futuna-Aniwa,Proto-Polynesian,inherited_from
2,Futuna-Aniwa,Proto-Oceanic,inherited_from
2,Northern Roglai,Proto-Malayo-Polynesian,inherited_from
2,Northern Roglai,Proto-Austronesian,inherited_from
1,Northern Roglai,Proto-Chamic,inherited_from
1,Western Cham,Proto-Malayo-Chamic,derived_from
1,Western Cham,Proto-Malayo-Sumbawan,derived_from
1,Western Cham,Proto-Malayo-Polynesian,derived_from
1,Western Cham,Proto-Austronesian,derived_from
3,Shor,Common Turkic,inherited_from
79,Shor,Proto-Turkic,inherited_from
7,Shor,Proto-Turkic,derived_from
5,Shor,Proto-Turkic,etymologically_related_to
1,Shor,Russian,etymologically_related_to
5,Shor,Russian,borrowed_from
1,Shor,Arabic,derived_from
1,Shor,Arabic,borrowed_from
5,Shor,Shor,has_suffix
4,Shor,Shor,has_prefix_with_root
4,Shor,Shor,compound_of
1,Shor,Shor,etymologically_related_to
1,Shor,Mongolian,etymologically_related_to
3,Shor,Proto-Slavic,derived_from
1,Shor,Persian,borrowed_from
1,Shor,Latin,derived_from
7,Tajik,Old Persian,inherited_from
3,Tajik,Old Persian,derived_from
1,Tajik,Old Persian,etymologically_related_to
12,Tajik,Proto-Indo-Iranian,inherited_from
1,Tajik,Proto-Indo-Iranian,derived_from
14,Tajik,Proto-Indo-European,inherited_from
6,Tajik,Proto-Indo-European,etymologically_related_to
17,Tajik,Proto-Indo-European,derived_from
1,Tajik,Proto-Indo-European,has_root
28,Tajik,Russian,borrowed_from
1,Tajik,Russian,calque_of
1,Tajik,French,derived_from
1,Tajik,French,calque_of
1,Tajik,French,borrowed_from
2,Tajik,Latin,derived_from
9,Tajik,Ancient Greek,derived_from
1,Tajik,Ancient Greek,borrowed_from
11,Tajik,Proto-Iranian,inherited_from
4,Tajik,Proto-Iranian,derived_from
1,Tajik,Proto-Iranian,etymologically_related_to
16,Tajik,Middle Persian,inherited_from
12,Tajik,Middle Persian,derived_from
9,Tajik,Middle Persian,etymologically_related_to
126,Tajik,Arabic,borrowed_from
9,Tajik,Arabic,etymologically_related_to
11,Tajik,Arabic,derived_from
9,Tajik,Tajik,etymologically_related_to
41,Tajik,Tajik,has_affix
53,Tajik,Tajik,has_prefix_with_root
42,Tajik,Tajik,has_suffix
11,Tajik,Tajik,has_prefix
8,Tajik,Tajik,compound_of
6,Tajik,Tajik,has_confix
2,Tajik,English,borrowed_from
7,Tajik,Persian,etymologically_related_to
3,Tajik,Persian,borrowed_from
5,Tajik,Persian,derived_from
1,Tajik,Uzbek,etymologically_related_to
1,Tajik,Classical Syriac,derived_from
1,Tajik,Turkish,derived_from
1,Tajik,Turkish,etymologically_related_to
1,Tajik,Proto-Semitic,derived_from
1,Tajik,Hebrew,etymologically_related_to
89,Tundra Nenets,Proto-Uralic,inherited_from
5,Tundra Nenets,Proto-Uralic,derived_from
1,Tundra Nenets,Proto-Uralic,etymologically_related_to
28,Tundra Nenets,Proto-Samoyedic,inherited_from
5,Tundra Nenets,Proto-Samoyedic,derived_from
10,Tundra Nenets,Tundra Nenets,has_prefix_with_root
10,Tundra Nenets,Tundra Nenets,has_suffix
478,Hijazi Arabic,Arabic,inherited_from
29,Hijazi Arabic,Arabic,borrowed_from
16,Hijazi Arabic,Arabic,learned_borrowing_from
49,Hijazi Arabic,Arabic,derived_from
21,Hijazi Arabic,Arabic,etymologically_related_to
2,Hijazi Arabic,Arabic,semi_learned_borrowing_from
51,Hijazi Arabic,French,borrowed_from
5,Hijazi Arabic,French,derived_from
1,Hijazi Arabic,French,etymologically_related_to
13,Hijazi Arabic,Ottoman Turkish,borrowed_from
4,Hijazi Arabic,Ottoman Turkish,derived_from
1,Hijazi Arabic,Ottoman Turkish,etymologically_related_to
11,Hijazi Arabic,Ancient Greek,derived_from
2,Hijazi Arabic,Ancient Greek,borrowed_from
4,Hijazi Arabic,Ancient Greek,etymologically_related_to
20,Hijazi Arabic,Italian,borrowed_from
4,Hijazi Arabic,Italian,derived_from
2,Hijazi Arabic,Italian,etymologically_related_to
21,Hijazi Arabic,Latin,derived_from
2,Hijazi Arabic,Latin,borrowed_from
1,Hijazi Arabic,Latin,etymologically_related_to
2,Hijazi Arabic,Latin,has_affix
13,Hijazi Arabic,Hijazi Arabic,has_affix
16,Hijazi Arabic,Hijazi Arabic,etymologically_related_to
7,Hijazi Arabic,Hijazi Arabic,blend_of
9,Hijazi Arabic,Hijazi Arabic,doublet_with
2,Hijazi Arabic,Hijazi Arabic,compound_of
9,Hijazi Arabic,Persian,derived_from
17,Hijazi Arabic,Persian,borrowed_from
1,Hijazi Arabic,Persian,phono-semantic_matching_of
2,Hijazi Arabic,Persian,etymologically_related_to
17,Hijazi Arabic,English,derived_from
43,Hijazi Arabic,English,borrowed_from
3,Hijazi Arabic,English,etymologically_related_to
1,Hijazi Arabic,English,calque_of
1,Hijazi Arabic,English,phono-semantic_matching_of
1,Hijazi Arabic,Proto-Semitic,derived_from
1,Hijazi Arabic,Aramaic,derived_from
1,Hijazi Arabic,Classical Syriac,derived_from
1,Hijazi Arabic,Classical Syriac,etymologically_related_to
1,Hijazi Arabic,Byzantine Greek,derived_from
4,Hijazi Arabic,Egyptian Arabic,borrowed_from
1,Hijazi Arabic,Japanese,borrowed_from
8,Hijazi Arabic,Turkish,borrowed_from
1,Hijazi Arabic,Turkish,etymologically_related_to
1,Hijazi Arabic,Sanskrit,derived_from
2,Hijazi Arabic,Sanskrit,compound_of
2,Hijazi Arabic,German,derived_from
1,Hijazi Arabic,German,borrowed_from
2,Hijazi Arabic,Middle Persian,derived_from
1,Hijazi Arabic,Middle Persian,etymologically_related_to
4,Hijazi Arabic,Spanish,derived_from
1,Hijazi Arabic,Spanish,borrowed_from
1,Hijazi Arabic,Malay,borrowed_from
1,Hijazi Arabic,Malay,derived_from
4,Hijazi Arabic,Tamil,etymologically_related_to
1,Hijazi Arabic,Tamil,derived_from
1,Hijazi Arabic,Coptic,etymologically_related_to
1,Hijazi Arabic,Russian,borrowed_from
1,Hijazi Arabic,Proto-Turkic,derived_from
1,Hijazi Arabic,Middle Chinese,etymologically_related_to
2,Hijazi Arabic,Phoenician,compound_of
2,Hijazi Arabic,Phoenician,derived_from
21,Sindhi,Persian,borrowed_from
2,Sindhi,Persian,derived_from
1,Sindhi,Persian,etymologically_related_to
73,Sindhi,Sanskrit,inherited_from
5,Sindhi,Sanskrit,derived_from
6,Sindhi,Sanskrit,etymologically_related_to
3,Sindhi,Sanskrit,borrowed_from
2,Sindhi,Sanskrit,has_root
4,Sindhi,Hindi,etymologically_related_to
1,Sindhi,Hindi,borrowed_from
5,Sindhi,Arabic,borrowed_from
